   5.475000e+08,  0.000000e+00,  -4.851906e-03,  0.000000e+00,  -7.968051e-03,  0.000000e+00,  -7.967990e-03,  0.000000e+00,  -4.851968e-03
   5.950000e+08,  0.000000e+00,  -4.050935e-03,  0.000000e+00,  -7.472995e-03,  0.000000e+00,  -7.472927e-03,  0.000000e+00,  -4.051002e-03
   6.425000e+08,  0.000000e+00,  -3.328357e-03,  0.000000e+00,  -7.066192e-03,  0.000000e+00,  -7.066117e-03,  0.000000e+00,  -3.328429e-03
   6.900000e+08,  0.000000e+00,  -2.665845e-03,  0.000000e+00,  -6.730545e-03,  0.000000e+00,  -6.730462e-03,  0.000000e+00,  -2.665921e-03
   7.375000e+08,  0.000000e+00,  -2.049509e-03,  0.000000e+00,  -6.453523e-03,  0.000000e+00,  -6.453432e-03,  0.000000e+00,  -2.049590e-03
   7.850000e+08,  0.000000e+00,  -1.468520e-03,  0.000000e+00,  -6.225806e-03,  0.000000e+00,  -6.225708e-03,  0.000000e+00,  -1.468605e-03
   8.325000e+08,  0.000000e+00,  -9.141894e-04,  0.000000e+00,  -6.040399e-03,  0.000000e+00,  -6.040291e-03,  0.000000e+00,  -9.142786e-04
   8.800000e+08,  0.000000e+00,  -3.793464e-04,  0.000000e+00,  -5.892031e-03,  0.000000e+00,  -5.891915e-03,  0.000000e+00,  -3.794391e-04
   9.275000e+08,  -0.000000e+00,  1.421076e-04,  0.000000e+00,  -5.776759e-03,  0.000000e+00,  -5.776632e-03,  -0.000000e+00,  1.420119e-04
   9.750000e+08,  0.000000e+00,  6.555239e-04,  0.000000e+00,  -5.691683e-03,  0.000000e+00,  -5.691545e-03,  0.000000e+00,  6.554256e-04
   1.022500e+09,  0.000000e+00,  1.165755e-03,  0.000000e+00,  -5.634758e-03,  0.000000e+00,  -5.634608e-03,  0.000000e+00,  1.165655e-03
   1.070000e+09,  0.000000e+00,  1.677354e-03,  0.000000e+00,  -5.604668e-03,  0.000000e+00,  -5.604505e-03,  0.000000e+00,  1.677252e-03
   1.117500e+09,  0.000000e+00,  2.194742e-03,  0.000000e+00,  -5.600744e-03,  0.000000e+00,  -5.600567e-03,  0.000000e+00,  2.194641e-03
   1.165000e+09,  0.000000e+00,  2.722363e-03,  0.000000e+00,  -5.622929e-03,  0.000000e+00,  -5.622736e-03,  0.000000e+00,  2.722263e-03
   1.212500e+09,  0.000000e+00,  3.264832e-03,  0.000000e+00,  -5.671767e-03,  0.000000e+00,  -5.671557e-03,  0.000000e+00,  3.264735e-03
   1.260000e+09,  0.000000e+00,  3.827086e-03,  0.000000e+00,  -5.748435e-03,  0.000000e+00,  -5.748205e-03,  -0.000000e+00,  3.826994e-03
   1.307500e+09,  0.000000e+00,  4.414566e-03,  0.000000e+00,  -5.854803e-03,  0.000000e+00,  -5.854551e-03,  -0.000000e+00,  4.414481e-03
   1.355000e+09,  0.000000e+00,  5.033413e-03,  0.000000e+00,  -5.993545e-03,  0.000000e+00,  -5.993270e-03,  0.000000e+00,  5.033338e-03
   1.402500e+09,  0.000000e+00,  5.690730e-03,  0.000000e+00,  -6.168299e-03,  0.000000e+00,  -6.167996e-03,  0.000000e+00,  5.690668e-03
   1.450000e+09,  0.000000e+00,  6.394900e-03,  0.000000e+00,  -6.383897e-03,  0.000000e+00,  -6.383563e-03,  0.000000e+00,  6.394856e-03
   1.497500e+09,  0.000000e+00,  7.156025e-03,  0.000000e+00,  -6.646699e-03,  0.000000e+00,  -6.646330e-03,  0.000000e+00,  7.156006e-03
   1.545000e+09,  0.000000e+00,  7.986513e-03,  0.000000e+00,  -6.965075e-03,  0.000000e+00,  -6.964664e-03,  0.000000e+00,  7.986525e-03
   1.592500e+09,  0.000000e+00,  8.901899e-03,  0.000000e+00,  -7.350095e-03,  0.000000e+00,  -7.349636e-03,  0.000000e+00,  8.901952e-03
   1.640000e+09,  0.000000e+00,  9.922030e-03,  0.000000e+00,  -7.816556e-03,  0.000000e+00,  -7.816040e-03,  0.000000e+00,  9.922137e-03
   1.687500e+09,  0.000000e+00,  1.107281e-02,  0.000000e+00,  -8.384529e-03,  0.000000e+00,  -8.383946e-03,  0.000000e+00,  1.107299e-02
   1.735000e+09,  0.000000e+00,  1.238885e-02,  0.000000e+00,  -9.081759e-03,  0.000000e+00,  -9.081095e-03,  0.000000e+00,  1.238912e-02
   1.782500e+09,  0.000000e+00,  1.391764e-02,  0.000000e+00,  -9.947503e-03,  0.000000e+00,  -9.946739e-03,  -0.000000e+00,  1.391804e-02
   1.830000e+09,  0.000000e+00,  1.572645e-02,  0.000000e+00,  -1.103893e-02,  0.000000e+00,  -1.103804e-02,  -0.000000e+00,  1.572701e-02
   1.877500e+09,  0.000000e+00,  1.791401e-02,  0.000000e+00,  -1.244225e-02,  0.000000e+00,  -1.244120e-02,  -0.000000e+00,  1.791482e-02
   1.925000e+09,  0.000000e+00,  2.063208e-02,  0.000000e+00,  -1.429328e-02,  0.000000e+00,  -1.429202e-02,  -0.000000e+00,  2.063322e-02
   1.972500e+09,  0.000000e+00,  2.412729e-02,  0.000000e+00,  -1.681806e-02,  0.000000e+00,  -1.681651e-02,  -0.000000e+00,  2.412891e-02
   2.020000e+09,  0.000000e+00,  2.883095e-02,  0.000000e+00,  -2.042066e-02,  0.000000e+00,  -2.041871e-02,  -0.000000e+00,  2.883331e-02
