   5.475000e+08,  -1.327774e+01,  3.647171e+01,  -2.091005e-01,  1.264727e+02,  -2.091678e-01,  1.264727e+02,  -1.327774e+01,  3.647373e+01
   5.950000e+08,  -1.260669e+01,  3.180203e+01,  -2.450423e-01,  1.218031e+02,  -2.451217e-01,  1.218031e+02,  -1.260669e+01,  3.180417e+01
   6.425000e+08,  -1.199204e+01,  2.712191e+01,  -2.835384e-01,  1.171230e+02,  -2.836309e-01,  1.171230e+02,  -1.199204e+01,  2.712416e+01
   6.900000e+08,  -1.142510e+01,  2.242909e+01,  -3.245894e-01,  1.124303e+02,  -3.246959e-01,  1.124303e+02,  -1.142510e+01,  2.243144e+01
   7.375000e+08,  -1.089876e+01,  1.772109e+01,  -3.682316e-01,  1.077223e+02,  -3.683531e-01,  1.077223e+02,  -1.089876e+01,  1.772351e+01
   7.850000e+08,  -1.040708e+01,  1.299516e+01,  -4.145430e-01,  1.029964e+02,  -4.146805e-01,  1.029964e+02,  -1.040708e+01,  1.299764e+01
   8.325000e+08,  -9.945016e+00,  8.248351e+00,  -4.636502e-01,  9.824961e+01,  -4.638046e-01,  9.824961e+01,  -9.945016e+00,  8.250873e+00
   8.800000e+08,  -9.508215e+00,  3.477508e+00,  -5.157344e-01,  9.347878e+01,  -5.159067e-01,  9.347878e+01,  -9.508215e+00,  3.480048e+00
   9.275000e+08,  -9.092900e+00,  -1.320726e+00,  -5.710386e-01,  8.868054e+01,  -5.712296e-01,  8.868054e+01,  -9.092900e+00,  -1.318192e+00
   9.750000e+08,  -8.695761e+00,  -6.149877e+00,  -6.298743e-01,  8.385137e+01,  -6.300850e-01,  8.385137e+01,  -8.695761e+00,  -6.147373e+00
   1.022500e+09,  -8.313876e+00,  -1.101362e+01,  -6.926297e-01,  7.898761e+01,  -6.928610e-01,  7.898761e+01,  -8.313876e+00,  -1.101117e+01
   1.070000e+09,  -7.944673e+00,  -1.591573e+01,  -7.597769e-01,  7.408545e+01,  -7.600296e-01,  7.408545e+01,  -7.944673e+00,  -1.591337e+01
